assists,element_type,clean_sheets,creativity,goals_conceded,goals_scored,minutes,influence,points_per_game,saves,bonus,yellow_cards,total_points,total_points_next
0,1,0,0,7,0,270,64,1,8,0,0,5,0
9,3,6,1151,58,8,3039,718,4,0,19,5,155,88
2,4,2,321,27,5,1551,289,2,0,6,4,73,8
0,1,9,10,56,0,3420,1087,4,137,14,0,157,143
1,2,7,75,44,1,2676,736,2,0,10,5,85,47
1,2,9,86,56,2,3420,848,2,0,7,3,112,19
2,3,5,338,29,2,1865,307,2,0,9,2,73,38
2,4,7,350,49,7,2850,562,3,0,12,2,108,46
0,4,1,66,2,1,224,60,1,0,2,1,22,41
0,1,15,0,35,0,3240,726,4,87,6,1,144,145
0,1,0,0,1,0,90,19,3,4,0,0,3,5
0,2,5,67,13,0,1177,249,3,0,3,3,43,107
2,2,2,181,14,0,800,159,2,0,0,4,24,86
1,2,16,205,31,0,3203,774,3,0,13,4,138,67
7,2,12,698,20,2,2323,610,4,0,14,3,143,66
2,3,15,293,30,0,2822,604,2,0,2,4,85,56
4,3,4,283,12,2,826,204,2,0,1,4,55,67
10,3,17,1487,33,11,3218,1072,5,0,23,0,199,161
13,3,16,878,28,9,2957,775,4,0,12,7,175,94
0,3,2,96,11,1,837,206,1,0,1,2,32,24
1,3,7,384,18,1,1385,245,1,0,0,3,58,76
2,4,15,502,34,29,3074,1214,5,0,31,5,217,160
2,2,1,48,4,0,188,70,4,0,0,0,13,28
0,2,13,74,21,0,2532,598,3,0,8,1,107,78
0,1,1,0,0,0,90,27,9,3,2,0,9,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,83,6,0,206,49,1,0,0,0,11,131
3,4,5,254,30,5,1486,251,2,0,4,1,79,83
0,3,3,26,7,0,447,78,2,0,0,1,13,10
0,1,5,0,40,0,2128,457,2,61,4,0,64,0
0,2,1,2,6,0,495,120,2,0,0,1,14,93
0,2,6,52,43,2,2329,645,2,0,2,5,68,36
1,2,2,230,37,3,1818,445,2,0,3,3,59,50
0,2,6,59,43,0,2206,462,2,0,2,4,58,57
4,3,9,595,63,7,3324,859,3,0,16,10,136,124
3,3,1,370,34,5,1610,346,2,0,5,3,81,122
3,3,4,267,16,2,987,238,3,0,5,0,53,87
2,4,6,349,30,5,1836,343,2,0,7,1,73,116
0,4,0,11,1,0,29,4,1,0,0,0,4,0
8,3,8,384,54,5,2817,497,3,0,4,4,125,153
1,3,2,141,3,1,433,92,3,0,3,0,25,133
1,4,3,205,8,2,541,136,2,0,0,0,32,34
0,1,10,20,55,0,3330,716,3,99,11,2,123,129
2,2,6,104,38,2,2269,536,2,0,5,7,78,77
3,4,6,387,48,7,2765,431,2,0,5,4,103,148
7,3,7,543,50,11,2309,713,4,0,12,5,144,117
0,1,6,0,29,0,1710,470,3,69,5,2,72,0
7,2,10,562,60,1,3069,690,3,0,10,7,118,34
0,2,7,81,60,1,2880,687,2,0,4,3,77,48
3,2,6,295,29,0,1867,385,2,0,2,5,68,49
1,2,10,293,62,0,3289,635,2,0,6,9,90,56
0,3,7,337,45,4,2400,527,2,0,7,6,84,99
3,3,7,262,56,2,2798,480,2,0,2,5,86,67
0,3,5,132,29,2,1562,377,2,0,6,3,54,43
7,3,6,624,44,5,2039,559,3,0,11,4,106,31
1,1,4,20,39,0,1710,382,3,54,3,0,59,69
0,2,3,35,29,0,1421,310,1,0,0,1,41,92
0,3,0,0,0,0,0,0,0,0,0,0,0,2
0,3,0,0,0,0,0,0,0,0,0,0,0,25
7,2,5,445,29,0,1886,323,3,0,10,5,81,55
2,2,5,67,33,1,2198,513,2,0,4,12,64,57
3,3,5,714,24,5,1732,429,3,0,9,2,89,53
8,3,4,596,32,3,1961,469,2,0,3,0,99,52
3,3,7,674,37,4,2498,634,3,0,8,10,90,73
1,3,2,98,20,1,983,224,2,0,3,1,34,41
1,4,0,56,3,1,146,73,2,0,3,0,19,39
12,4,6,482,31,13,2497,808,4,0,20,2,166,118
7,4,7,484,42,22,2722,984,5,0,32,0,205,205
4,3,5,301,38,2,2377,440,2,0,6,7,78,46
0,3,3,312,32,0,2140,323,1,0,0,9,47,48
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,14,3,1,63,40,2,0,1,0,10,25
0,3,0,0,0,0,7,0,1,0,0,0,1,71
0,3,1,2,1,0,63,1,2,0,0,0,4,41
0,1,4,0,18,0,1080,302,3,39,4,2,46,0
1,2,9,143,56,1,2786,731,2,0,6,3,85,52
1,2,8,199,33,1,2067,374,2,0,1,5,70,49
1,2,10,125,70,4,3411,1002,3,0,8,3,120,79
0,2,1,2,9,0,401,85,1,0,0,0,10,4
12,4,9,388,47,14,2528,737,5,0,22,3,168,116
0,4,0,65,15,1,350,74,1,0,0,1,28,84
3,4,10,535,57,12,2963,655,4,0,20,3,141,99
0,2,0,171,19,0,606,107,0,0,0,1,8,84
2,3,9,245,49,2,2505,539,2,0,6,12,75,65
0,4,0,11,0,0,11,5,1,0,0,0,2,4
0,1,1,0,5,0,180,68,4,9,1,0,9,1
0,1,6,0,55,0,3060,707,3,97,11,2,104,135
1,2,7,132,56,2,3151,805,2,0,6,5,91,128
2,2,7,84,55,5,3087,1024,3,0,9,4,115,44
0,2,0,0,0,0,0,0,0,0,0,0,0,9
1,3,5,249,46,1,2484,498,2,0,4,6,65,63
1,3,4,59,17,1,935,224,2,0,0,4,36,0
6,3,6,684,40,1,2459,474,2,0,5,1,94,38
3,3,3,815,31,3,1864,456,3,0,12,1,80,76
1,4,4,190,45,13,2501,478,3,0,16,5,129,36
0,1,1,0,5,0,360,89,3,14,2,0,15,0
1,2,2,172,29,0,1749,444,1,0,0,4,39,21
0,3,3,213,32,0,1764,253,1,0,0,5,43,39
0,3,5,104,16,0,1014,94,1,0,0,2,33,28
1,2,3,289,41,0,2166,437,1,0,1,4,45,62
0,2,0,0,0,0,0,0,0,0,0,0,0,86
0,1,0,0,0,0,0,0,0,0,0,0,0,170
2,2,7,69,63,3,3086,1023,2,0,7,8,97,143
1,2,1,11,9,0,513,147,2,0,0,0,16,21
0,2,4,139,27,0,1670,267,1,0,0,9,33,78
7,3,5,574,39,3,1743,456,3,0,6,2,92,30
1,3,1,194,17,0,714,102,1,0,0,3,20,32
8,3,7,643,55,2,2821,623,3,0,10,5,111,118
3,4,7,310,49,10,2580,475,3,0,17,2,131,136
1,4,0,33,7,1,310,70,1,0,0,1,21,39
4,3,5,442,25,3,1590,405,3,0,6,2,75,123
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,83,14,1,435,81,1,0,0,0,22,0
0,1,2,1,0,0,180,24,6,3,0,0,13,13
6,2,16,525,39,1,3402,815,4,0,11,4,158,130
8,2,14,520,28,2,2759,619,5,0,21,6,161,100
2,2,16,358,36,3,3238,859,4,0,19,3,164,94
0,2,3,8,7,0,615,120,2,0,0,1,22,34
0,2,2,113,11,0,660,104,2,0,1,0,22,19
7,3,11,1165,25,3,2091,557,3,0,6,2,108,168
2,3,7,503,19,8,1768,530,3,0,12,2,112,32
5,3,7,349,13,3,1231,324,2,0,5,1,79,61
2,3,5,254,9,6,980,391,3,0,6,0,79,12
4,4,6,253,5,2,828,183,2,0,2,1,55,68
0,3,16,628,37,2,3156,691,2,0,4,8,96,92
0,1,14,0,39,0,3240,681,3,82,7,2,142,90
2,3,9,468,19,0,1725,315,2,0,2,3,64,68
0,1,5,0,26,0,1575,358,3,44,6,0,67,7
0,1,7,0,23,0,1754,448,4,64,8,2,81,137
1,2,2,22,10,0,661,186,2,0,0,1,23,51
0,2,3,17,21,0,1110,269,2,0,1,2,26,64
0,2,0,0,0,0,0,0,0,0,0,0,0,22
3,2,12,266,47,0,3134,863,3,0,18,4,120,127
7,3,11,457,49,3,3057,666,3,0,7,7,121,92
5,3,11,928,46,6,3007,743,3,0,8,1,135,48
2,3,12,910,53,12,3420,1078,4,0,24,10,166,81
11,4,11,753,49,10,3037,752,4,0,13,8,143,120
1,4,3,118,13,1,807,106,2,0,3,1,33,42
3,3,9,198,30,0,1889,337,2,0,0,3,67,85
0,2,0,28,14,1,551,131,1,0,0,1,13,77
3,3,6,309,24,1,1405,236,2,0,0,3,60,23
3,4,5,207,13,1,1176,140,2,0,2,3,46,132
1,4,3,41,11,5,748,198,4,0,5,0,48,28
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,1,0,1,0,0,0,1,0
0,1,14,10,46,0,3420,776,4,94,13,1,161,117
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,91,6,0,374,48,1,0,0,0,7,14
2,2,13,387,30,2,2558,515,4,0,12,1,125,55
0,2,2,21,4,1,329,82,3,0,3,0,22,6
2,2,13,101,39,1,2970,740,3,0,15,2,129,90
3,3,6,342,33,5,2108,420,2,0,4,1,101,63
0,3,0,0,0,0,14,5,1,0,0,0,1,41
0,3,2,96,19,0,975,122,1,0,0,3,26,59
6,3,15,1098,41,13,3122,959,4,0,20,3,182,95
5,4,8,185,26,6,1769,321,2,0,3,3,92,126
3,3,11,350,36,13,2662,698,4,0,12,5,153,165
5,2,13,1142,38,4,2964,883,4,0,22,5,158,120
4,3,13,589,19,1,2108,366,2,0,5,5,88,72
2,3,9,154,28,1,1977,268,2,0,2,7,64,39
2,2,10,83,39,2,2613,565,3,0,12,3,112,62
7,3,3,468,60,2,2291,410,2,0,3,0,94,9
0,3,0,1,1,0,18,3,1,0,0,0,2,2
1,3,3,725,48,3,2326,510,2,0,5,4,76,80
0,3,5,341,43,2,2187,494,2,0,4,7,63,68
0,1,10,10,48,0,3420,756,3,90,6,3,120,156
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,6,40,28,3,1924,471,3,0,7,1,76,19
1,2,6,165,41,3,2596,715,3,0,10,6,92,123
2,3,5,446,17,2,1617,371,2,0,4,3,63,38
1,3,6,310,29,4,1978,320,2,0,3,2,84,44
0,3,9,342,47,2,3295,726,2,0,4,8,89,85
0,3,0,0,0,0,0,0,0,0,0,0,0,1
0,3,4,73,4,0,593,119,2,0,0,0,20,35
5,4,11,419,36,18,2726,822,5,0,31,3,174,210
5,4,1,209,16,1,924,135,1,0,3,2,58,64
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,6,4,0,371,76,1,0,0,1,9,120
1,3,7,135,29,0,2085,235,1,0,0,5,58,11
3,3,1,242,16,1,1001,172,2,0,1,0,43,133
5,3,3,269,14,3,1087,299,4,0,6,2,63,117
1,2,6,29,7,1,986,255,4,0,9,1,63,18
0,2,7,92,4,0,1059,209,3,0,2,2,55,93
13,2,16,837,14,1,2460,734,6,0,25,3,185,210
4,2,20,111,22,4,3384,993,5,0,22,1,208,178
12,2,21,767,20,0,3216,748,5,0,29,4,213,181
0,3,0,10,0,0,19,10,1,0,0,0,2,76
1,3,3,139,3,0,460,85,1,0,0,1,23,27
3,3,19,692,21,22,3076,1015,6,0,24,2,231,221
1,3,18,405,16,3,2723,437,3,0,9,3,108,107
12,3,21,973,20,22,3254,1186,6,0,18,1,259,233
5,3,9,725,13,5,1778,587,3,0,12,5,101,49
2,3,11,283,14,1,2011,406,2,0,0,6,65,77
8,4,19,670,15,12,2606,774,4,0,24,0,160,155
5,3,7,344,6,6,1052,363,3,0,4,2,88,15
0,1,21,0,22,0,3420,677,4,76,9,1,176,122
1,4,3,45,2,3,364,143,2,0,1,0,32,65
0,3,0,0,0,0,0,0,0,0,0,0,0,13
4,3,4,450,9,7,1331,459,3,0,14,0,102,175
1,1,20,33,23,0,3420,535,4,58,6,2,169,133
0,2,9,115,15,0,1761,376,3,0,9,1,83,34
0,2,9,53,7,0,1233,281,3,0,5,1,70,82
1,2,18,448,17,1,2776,498,4,0,11,3,150,114
6,2,4,222,6,0,900,250,5,0,6,1,59,74
3,2,18,239,21,3,3056,790,5,0,16,3,177,63
15,3,17,937,19,17,2770,1060,6,0,25,3,234,204
8,3,16,1150,14,6,2399,715,4,0,14,2,143,139
3,3,12,396,15,1,2375,534,2,0,4,5,79,55
3,3,6,562,3,2,968,301,3,0,8,2,59,251
3,3,13,819,15,6,2129,548,3,0,10,3,113,65
8,3,15,1026,22,7,2849,796,4,0,17,3,154,116
0,3,2,133,0,1,328,85,1,0,3,0,25,69
3,3,9,278,4,0,1151,279,3,0,1,1,44,49
3,4,2,300,11,7,1017,395,2,0,7,1,79,146
0,1,7,0,54,0,3420,846,3,123,7,1,120,143
0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,75,40,1,2600,533,2,0,9,1,85,116
2,2,1,259,18,0,1009,184,1,0,0,3,27,4
0,3,6,247,37,1,2437,477,2,0,2,6,59,55
4,3,5,464,15,3,1284,258,3,0,7,3,70,38
3,3,3,306,26,4,1657,310,2,0,5,3,78,32
4,3,5,503,25,10,1613,532,4,0,13,2,122,200
10,3,8,822,43,13,3007,1096,5,0,19,6,179,51
0,3,1,33,18,2,862,175,2,0,4,1,38,74
2,3,1,203,19,1,1039,177,2,0,3,2,40,50
7,4,6,542,35,10,2331,650,3,0,14,3,128,177
1,3,1,139,13,1,590,132,1,0,2,5,27,60
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,1,0,1,0,0,0,1,1
0,3,0,2,1,0,37,6,1,0,0,0,2,3
0,4,0,43,2,0,115,24,1,0,0,0,4,103
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,11,0,48,0,3420,783,3,96,10,1,131,143
3,2,4,127,16,0,1098,231,2,0,5,2,53,65
8,3,10,973,40,2,2927,712,3,0,7,9,110,74
1,3,5,351,13,1,943,226,2,0,2,1,39,105
1,3,6,273,18,1,1481,218,2,0,0,2,55,37
4,3,7,298,25,1,1857,412,2,0,5,3,69,73
2,4,11,585,35,12,2916,783,3,0,19,2,141,129
0,4,1,66,10,1,514,71,1,0,0,1,24,9
2,2,3,63,24,0,1482,350,2,0,5,2,47,102
0,3,0,0,0,0,0,0,0,0,0,0,0,1
3,4,5,346,27,7,1650,433,3,0,11,1,90,198
0,1,4,0,44,0,2250,585,2,78,6,1,73,104
0,2,6,379,42,1,2160,326,2,0,1,8,56,75
0,2,3,65,35,1,1697,394,2,0,4,4,47,85
1,2,3,108,37,0,2150,616,2,0,3,7,49,84
0,3,3,695,41,7,1940,592,3,0,15,4,94,117
0,3,6,158,37,1,2131,455,1,0,3,11,55,51
3,3,4,445,59,4,2760,616,2,0,8,7,90,75
5,3,9,802,58,6,3272,665,3,0,12,3,137,107
4,3,5,392,26,3,1421,305,2,0,3,2,75,98
2,4,2,179,24,5,1260,248,2,0,5,3,66,62
0,1,3,0,18,0,1080,239,3,33,4,0,47,29
0,2,4,76,31,0,2027,576,2,0,0,2,50,51
3,2,0,366,25,1,1185,314,2,0,3,2,36,80
1,2,3,124,30,2,1709,329,2,0,0,3,54,18
0,1,12,0,33,0,2970,858,4,100,10,0,145,98
0,1,0,0,4,0,180,66,2,9,1,0,5,0
0,2,12,139,31,0,2921,690,3,0,7,3,107,97
4,2,8,416,16,0,1792,343,3,0,5,5,86,47
0,2,6,116,23,1,1911,445,3,0,7,3,67,62
0,2,6,256,26,0,1837,388,2,0,5,2,66,41
3,2,2,104,4,0,374,107,4,0,4,1,28,32
2,2,6,60,22,1,1941,454,3,0,4,2,78,64
2,2,2,108,9,0,562,151,3,0,0,1,24,124
0,3,5,150,18,3,1504,363,2,0,3,4,56,36
4,3,4,339,12,4,965,263,3,0,5,2,67,65
4,3,8,436,21,5,1822,467,3,0,8,4,94,117
0,3,6,168,17,1,1589,268,2,0,3,4,53,52
3,3,11,380,28,0,2329,329,2,0,3,2,76,69
2,3,14,415,18,10,2115,556,4,0,8,3,131,100
6,4,9,430,31,17,2423,824,5,0,24,5,160,158
0,1,1,0,2,0,270,82,4,11,0,0,13,58
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,20,1,0,214,35,1,0,0,0,12,7
0,2,6,25,54,3,3095,719,2,0,5,2,93,77
0,2,3,24,29,0,1584,355,1,0,1,2,36,73
0,2,5,61,32,0,1924,404,2,0,2,3,57,26
1,2,4,252,40,1,2043,420,2,0,6,1,66,54
1,2,2,70,20,0,1002,201,1,0,1,5,26,66
0,3,0,20,7,0,265,35,1,0,0,2,10,36
0,3,3,33,7,1,470,97,1,0,2,2,25,33
7,3,5,544,56,5,3061,735,3,0,14,7,124,113
4,3,6,512,53,6,2817,458,3,0,13,3,122,60
4,3,7,416,39,2,2419,429,2,0,5,5,87,62
2,4,4,183,23,7,1352,331,2,0,10,2,83,39
5,4,5,549,44,9,2542,607,3,0,13,4,116,109
0,1,7,50,59,0,3420,988,3,128,11,1,129,137
0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,27
0,1,7,20,55,0,3420,1136,3,148,15,0,143,83
1,2,2,54,36,1,1871,462,2,0,2,2,48,81
0,2,6,174,47,2,3003,584,2,0,9,4,92,105
0,2,3,77,16,1,1084,254,2,0,4,5,38,74
0,2,7,52,43,1,2970,733,2,0,6,4,87,76
2,3,4,212,29,0,1757,434,2,0,0,2,49,26
5,3,7,359,31,5,2289,521,3,0,5,6,99,105
2,3,2,118,12,1,685,141,3,0,3,2,31,50
8,3,7,346,30,6,2093,482,3,0,6,3,118,111
2,3,1,74,10,0,388,72,2,0,0,2,17,8
1,3,1,84,6,2,456,86,3,0,2,2,27,70
0,2,5,40,32,1,2013,534,2,0,3,2,61,40
6,3,7,1042,49,9,3045,882,4,0,18,3,155,66
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,10,0,0,17,2,1,0,0,0,1,0
0,2,0,0,1,0,62,7,2,0,0,0,2,6
0,3,0,0,0,0,0,0,0,0,0,0,0,2
0,1,1,0,0,0,90,26,7,3,0,0,7,0
0,2,8,146,43,4,3168,954,3,0,10,2,120,97
7,2,8,547,41,4,3141,758,3,0,12,5,144,167
0,2,3,70,17,2,1142,363,2,0,5,7,47,103
0,2,9,129,38,1,3060,566,2,0,1,12,89,32
0,2,9,26,46,0,3420,593,2,0,6,5,94,118
0,2,1,113,9,0,703,117,1,0,0,1,24,32
8,3,10,402,29,9,2352,559,4,0,13,11,139,105
3,3,8,365,43,4,3006,698,3,0,7,8,104,97
10,4,12,648,40,13,3112,788,4,0,31,4,181,194
1,3,4,181,12,0,645,73,1,0,0,1,37,11
0,1,8,0,46,0,3330,695,3,97,4,0,118,153
8,3,9,1245,39,1,3030,812,3,0,13,4,119,113
3,2,8,447,39,1,2772,523,3,0,9,6,103,123
1,3,1,271,13,1,884,223,1,0,2,1,44,130
0,3,3,126,21,2,1465,334,2,0,1,1,48,100
0,2,0,0,0,0,1,0,1,0,0,0,1,5
0,2,4,76,18,1,1156,187,2,0,4,2,44,94
2,2,3,182,22,0,1382,301,2,0,3,4,41,68
0,2,1,4,9,0,580,133,2,0,2,1,16,105
5,4,10,479,44,22,3136,1006,5,0,37,3,205,131
7,4,5,337,25,10,1867,536,3,0,16,8,118,129
0,4,3,67,9,2,628,90,1,0,1,0,25,36
2,3,10,298,31,1,2586,486,2,0,2,10,73,70
1,2,8,106,42,2,2809,701,2,0,10,5,94,41
0,1,3,0,9,0,770,256,3,34,1,2,33,186
2,3,7,439,21,0,1687,346,2,0,3,1,57,62
1,2,4,218,20,1,1553,349,2,0,3,1,61,28
6,3,5,639,30,5,2004,500,3,0,9,4,106,114
1,3,2,148,7,1,622,110,1,0,0,1,30,2
1,3,1,165,16,1,838,176,1,0,0,2,41,79
2,2,2,121,16,1,986,201,2,0,4,2,42,96
6,3,7,322,18,1,1746,327,2,0,4,6,71,114
0,2,2,79,25,0,1088,157,1,0,0,2,22,-1
0,2,2,33,34,1,1544,352,1,0,0,3,34,32
7,3,7,1209,63,8,3233,826,4,0,19,8,149,135
5,3,5,482,48,4,2046,383,2,0,0,3,93,111
3,3,6,503,41,3,2312,458,3,0,4,3,84,114
1,3,1,71,7,0,534,27,1,0,0,0,25,23
3,2,5,432,40,1,2291,503,2,0,10,4,80,138
0,1,0,0,0,0,7,0,1,0,0,0,1,0
2,2,6,87,53,2,2902,758,2,0,9,7,90,128
2,2,5,151,39,1,2038,400,2,0,4,3,65,119
2,3,8,293,51,3,2604,508,2,0,5,8,90,72
0,3,1,162,37,0,1826,292,1,0,0,5,43,27
0,3,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,92,46,2,2503,691,2,0,6,2,79,29
6,4,4,391,53,8,2906,397,3,0,8,9,116,134
5,4,4,412,37,6,2010,435,3,0,11,0,99,11
1,1,5,24,62,0,3330,973,3,128,13,0,126,123
3,2,9,171,50,3,3230,825,3,0,17,9,128,130
0,1,9,0,54,0,3420,1000,3,117,14,0,135,37
0,1,0,0,0,0,0,0,0,0,0,0,0,2
5,3,3,908,32,2,1791,388,2,0,7,4,76,116
1,3,1,62,4,2,305,90,2,0,2,0,28,24
0,3,4,110,18,1,1253,238,1,0,0,4,39,77
2,3,6,434,46,1,2826,522,2,0,2,4,78,9
1,3,4,239,15,0,1139,189,2,0,3,2,38,69
1,3,6,292,42,0,2525,438,1,0,1,8,63,8
5,3,4,585,34,5,2004,411,3,0,9,0,104,132
0,2,9,311,42,0,2879,602,2,0,3,5,86,64
1,2,5,153,44,3,2668,696,2,0,7,4,88,85
3,4,8,369,36,10,2763,518,3,0,21,3,131,105
3,4,5,91,22,3,1250,150,2,0,5,0,61,38
1,2,3,82,8,0,619,91,2,0,0,2,26,35
0,3,0,73,6,0,348,28,1,0,0,0,12,48
3,2,15,167,50,2,3420,919,3,0,14,10,143,109
2,2,9,164,19,0,1890,350,3,0,6,6,78,2
0,2,2,1,5,0,562,104,2,0,0,0,21,14
1,4,11,299,33,14,2436,552,4,0,21,1,136,138
1,4,5,113,7,2,807,144,2,0,3,0,39,62
0,1,15,30,50,0,3420,900,4,120,23,1,170,144
1,3,3,215,7,1,617,118,2,0,1,0,30,50
7,3,16,931,48,2,3339,644,3,0,6,5,123,113
2,3,1,102,10,1,445,118,1,0,0,1,32,44
7,3,15,814,39,2,3150,596,3,0,11,9,118,112
5,2,6,273,35,0,1876,355,3,0,10,2,77,50
2,4,7,135,34,8,2002,431,2,0,9,1,100,54
0,1,0,0,0,0,0,0,0,0,0,0,0,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,58,10,0,805,101,2,0,0,2,21,74
0,2,0,0,0,0,0,0,0,0,0,0,0,9
0,4,0,0,0,0,2,0,1,0,0,0,1,0
0,3,0,0,0,0,0,0,0,0,0,0,0,10
0,4,0,0,0,0,0,0,0,0,0,0,0,3
4,2,7,413,18,4,1429,411,5,0,11,4,100,57
0,2,5,93,24,2,1710,389,3,0,5,3,63,93
6,2,8,708,53,2,3229,905,3,0,16,1,130,113
0,2,1,298,21,0,1022,207,1,0,0,3,19,7
0,2,3,70,33,0,1751,353,1,0,0,5,34,61
1,4,6,144,16,8,988,316,3,0,5,1,68,47
0,1,8,0,47,0,2970,503,2,55,0,0,90,26
0,1,1,0,7,0,450,90,2,10,0,0,13,1
9,3,10,1177,35,9,2595,834,4,0,26,4,168,78
1,3,1,30,3,0,203,30,1,0,0,0,12,66
5,3,2,341,14,1,849,235,2,0,3,1,53,59
5,3,5,344,14,1,1095,266,2,0,5,0,61,76
3,3,6,422,40,4,2376,600,3,0,9,10,92,114
8,3,6,426,28,9,1717,556,5,0,8,0,127,82
3,3,4,458,37,1,2065,497,2,0,6,8,68,54
0,2,7,40,37,0,2343,518,2,0,2,6,62,108
6,4,7,283,34,15,2206,659,4,0,20,2,153,69
2,4,0,42,8,1,224,61,1,0,1,0,28,41
6,3,9,814,44,7,2865,641,3,0,11,3,137,147
2,2,5,428,23,0,1510,343,2,0,5,1,61,112
0,3,0,1,0,0,19,0,1,0,0,0,1,0
1,2,7,117,36,0,2380,427,2,0,8,4,77,66
1,2,5,58,14,0,1264,250,3,0,3,0,51,39
1,2,6,96,16,0,1547,305,3,0,4,0,64,1
1,4,5,248,18,2,1252,231,1,0,1,4,42,106
0,1,10,0,42,0,3150,827,3,111,16,1,137,124
0,1,0,0,8,0,270,110,2,16,0,0,7,0
6,3,9,588,46,4,3279,572,3,0,4,5,120,136
1,3,7,499,38,3,2510,460,2,0,9,12,81,63
1,3,3,247,23,1,1284,246,2,0,0,0,48,94
1,3,4,101,16,3,1030,240,3,0,4,2,51,65
4,3,11,486,38,0,3091,586,2,0,2,6,92,45
2,3,10,162,36,1,2524,394,2,0,4,4,85,82
0,3,2,268,29,0,1668,268,1,0,0,9,41,26
3,4,12,445,45,9,3148,597,3,0,19,6,132,70
0,3,0,47,9,0,761,117,1,0,0,0,22,64
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,58,4,0,193,36,1,0,0,1,4,58
0,3,4,383,30,1,1591,246,2,0,2,0,52,65
8,2,9,1112,49,0,3031,743,3,0,16,6,120,120
0,2,7,80,42,2,2556,666,2,0,9,3,90,127
1,2,5,149,29,0,1833,321,2,0,2,3,55,81
1,4,8,241,43,13,2621,562,3,0,15,9,126,165
0,1,9,13,56,0,3420,755,3,94,5,2,117,114
5,3,9,478,51,13,3070,814,4,0,13,8,165,123
4,3,6,765,45,2,2555,454,2,0,7,3,95,122
2,3,9,349,12,3,1269,315,2,0,6,2,72,21
4,3,4,289,19,2,1281,225,2,0,1,1,63,76
1,3,5,122,34,1,2020,270,2,0,3,8,59,47
1,3,5,179,20,0,1457,156,2,0,3,6,39,48
1,2,12,79,35,1,3036,755,3,0,12,4,120,59
0,2,1,2,6,0,430,85,1,0,2,0,19,3
7,4,11,418,38,23,3032,1026,6,0,34,3,210,187
4,4,3,204,9,5,953,288,3,0,7,1,64,110
0,1,13,30,41,0,3420,863,4,97,10,2,156,128
0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,3,9,517,24,6,2075,525,3,0,9,0,133,126
3,3,3,287,11,0,857,190,1,0,1,2,38,78
1,3,12,254,32,2,2671,611,2,0,5,6,85,79
0,3,1,51,3,0,288,57,1,0,0,0,11,41
1,3,3,70,12,1,883,177,1,0,0,2,35,14
5,3,9,443,25,8,1998,547,3,0,9,0,129,58
6,3,12,805,35,3,2823,566,3,0,5,2,117,133
